source_session_id,source_csv,activity,label,outer_fold,clip_length_frames,clip_start_row,clip_end_row_exclusive,clip_start_s,clip_end_s,event_start_s,impact_s,event_end_s,pre_event_context_s,requested_post_impact_s,physical_post_impact_s,padding_left_frames,padding_right_frames,valid_frames,annotation_confidence,quality_flags,sampling_rule
sitting_20260714_134554_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134554_20hz.csv,sitting,2,1,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134637_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134637_20hz.csv,sitting,2,4,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134648_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134648_20hz.csv,sitting,2,2,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134700_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134700_20hz.csv,sitting,2,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134718_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134718_20hz.csv,sitting,2,1,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134801_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134801_20hz.csv,sitting,2,2,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134816_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134816_20hz.csv,sitting,2,4,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134827_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134827_20hz.csv,sitting,2,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134839_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134839_20hz.csv,sitting,2,3,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134849_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134849_20hz.csv,sitting,2,1,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134900_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134900_20hz.csv,sitting,2,2,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134910_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134910_20hz.csv,sitting,2,4,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134921_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134921_20hz.csv,sitting,2,4,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134931_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134931_20hz.csv,sitting,2,2,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134941_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134941_20hz.csv,sitting,2,1,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135007_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135007_20hz.csv,sitting,2,4,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135038_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135038_20hz.csv,sitting,2,3,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135049_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135049_20hz.csv,sitting,2,3,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135059_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135059_20hz.csv,sitting,2,4,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135211_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135211_20hz.csv,sitting,2,3,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135220_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135220_20hz.csv,sitting,2,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135230_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135230_20hz.csv,sitting,2,1,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135240_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135240_20hz.csv,sitting,2,2,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135250_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135250_20hz.csv,sitting,2,3,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135331_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135331_20hz.csv,sitting,2,1,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135345_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135345_20hz.csv,sitting,2,4,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135404_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135404_20hz.csv,sitting,2,4,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135414_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135414_20hz.csv,sitting,2,1,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135432_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135432_20hz.csv,sitting,2,4,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135735_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135735_20hz.csv,sitting,2,3,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135748_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135748_20hz.csv,sitting,2,2,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135758_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135758_20hz.csv,sitting,2,4,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135808_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135808_20hz.csv,sitting,2,1,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135817_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135817_20hz.csv,sitting,2,4,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135830_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135830_20hz.csv,sitting,2,2,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135840_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135840_20hz.csv,sitting,2,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135849_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135849_20hz.csv,sitting,2,4,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135858_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135858_20hz.csv,sitting,2,1,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135907_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135907_20hz.csv,sitting,2,2,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135926_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135926_20hz.csv,sitting,2,2,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135936_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135936_20hz.csv,sitting,2,2,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135947_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135947_20hz.csv,sitting,2,2,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_135959_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135959_20hz.csv,sitting,2,3,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140015_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140015_20hz.csv,sitting,2,1,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140025_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140025_20hz.csv,sitting,2,2,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140037_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140037_20hz.csv,sitting,2,4,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140047_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140047_20hz.csv,sitting,2,1,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140057_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140057_20hz.csv,sitting,2,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140107_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140107_20hz.csv,sitting,2,4,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140129_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140129_20hz.csv,sitting,2,1,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140141_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140141_20hz.csv,sitting,2,1,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140150_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140150_20hz.csv,sitting,2,2,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140200_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140200_20hz.csv,sitting,2,3,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140210_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140210_20hz.csv,sitting,2,2,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140220_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140220_20hz.csv,sitting,2,4,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140230_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140230_20hz.csv,sitting,2,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140240_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140240_20hz.csv,sitting,2,1,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140250_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140250_20hz.csv,sitting,2,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140302_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140302_20hz.csv,sitting,2,3,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140321_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140321_20hz.csv,sitting,2,2,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140330_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140330_20hz.csv,sitting,2,2,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140340_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140340_20hz.csv,sitting,2,3,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140351_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140351_20hz.csv,sitting,2,4,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_140401_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140401_20hz.csv,sitting,2,1,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_133939_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_133939_20hz.csv,sitting,2,2,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_133959_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_133959_20hz.csv,sitting,2,1,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_134047_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134047_20hz.csv,sitting,2,1,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_134100_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134100_20hz.csv,sitting,2,4,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_134112_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134112_20hz.csv,sitting,2,4,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_134126_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134126_20hz.csv,sitting,2,1,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_134226_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134226_20hz.csv,sitting,2,2,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_134251_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134251_20hz.csv,sitting,2,1,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_134304_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134304_20hz.csv,sitting,2,3,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_134319_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134319_20hz.csv,sitting,2,2,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_134718_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134718_20hz.csv,sitting,2,4,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_134731_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134731_20hz.csv,sitting,2,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_134755_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134755_20hz.csv,sitting,2,3,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135327_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135327_20hz.csv,sitting,2,3,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135343_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135343_20hz.csv,sitting,2,1,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135400_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135400_20hz.csv,sitting,2,2,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135429_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135429_20hz.csv,sitting,2,4,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135442_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135442_20hz.csv,sitting,2,4,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135459_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135459_20hz.csv,sitting,2,3,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135514_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135514_20hz.csv,sitting,2,2,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135527_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135527_20hz.csv,sitting,2,1,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135540_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135540_20hz.csv,sitting,2,2,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135600_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135600_20hz.csv,sitting,2,1,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135616_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135616_20hz.csv,sitting,2,2,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135641_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135641_20hz.csv,sitting,2,3,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135811_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135811_20hz.csv,sitting,2,4,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135823_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135823_20hz.csv,sitting,2,4,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135835_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135835_20hz.csv,sitting,2,2,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_135848_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135848_20hz.csv,sitting,2,1,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_140239_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140239_20hz.csv,sitting,2,1,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_140258_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140258_20hz.csv,sitting,2,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_140312_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140312_20hz.csv,sitting,2,4,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_140326_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140326_20hz.csv,sitting,2,1,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_140345_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140345_20hz.csv,sitting,2,4,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260716_140410_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140410_20hz.csv,sitting,2,2,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140445_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140445_20hz.csv,standing,1,3,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140527_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140527_20hz.csv,standing,1,1,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140537_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140537_20hz.csv,standing,1,2,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140547_20hz.csv,standing,1,2,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140556_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140556_20hz.csv,standing,1,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140605_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140605_20hz.csv,standing,1,4,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140614_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140614_20hz.csv,standing,1,1,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140624_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140624_20hz.csv,standing,1,3,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140637_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140637_20hz.csv,standing,1,4,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140646_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140646_20hz.csv,standing,1,2,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140727_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140727_20hz.csv,standing,1,3,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140736_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140736_20hz.csv,standing,1,4,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140745_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140745_20hz.csv,standing,1,1,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140754_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140754_20hz.csv,standing,1,2,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140805_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140805_20hz.csv,standing,1,1,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140814_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140814_20hz.csv,standing,1,3,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140823_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140823_20hz.csv,standing,1,3,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140832_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140832_20hz.csv,standing,1,4,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140841_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140841_20hz.csv,standing,1,1,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140853_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140853_20hz.csv,standing,1,4,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140910_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140910_20hz.csv,standing,1,2,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140922_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140922_20hz.csv,standing,1,4,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140936_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140936_20hz.csv,standing,1,1,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140947_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140947_20hz.csv,standing,1,2,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_140957_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140957_20hz.csv,standing,1,3,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_141006_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141006_20hz.csv,standing,1,3,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_141016_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141016_20hz.csv,standing,1,1,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_141025_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141025_20hz.csv,standing,1,2,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_141034_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141034_20hz.csv,standing,1,2,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_141044_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141044_20hz.csv,standing,1,4,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_141054_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141054_20hz.csv,standing,1,2,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_141104_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141104_20hz.csv,standing,1,1,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_141117_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141117_20hz.csv,standing,1,1,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_141128_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141128_20hz.csv,standing,1,3,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
standing_20260714_141137_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141137_20hz.csv,standing,1,4,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
