index,split,label,activity,source_activity,session_id,source_csv,start_frame,end_frame,label_source,event_phase,include_in_training,overlap_seconds,overlap_fraction,window_start_s,window_end_s,exclude_reason,annotation_confidence,quality_flags,method_version
801,train,2,sitting,sitting,sitting__sitting_20260716_135540_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135540_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
807,train,2,sitting,sitting,sitting__sitting_20260716_135616_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135616_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
808,train,2,sitting,sitting,sitting__sitting_20260716_135616_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135616_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
809,train,2,sitting,sitting,sitting__sitting_20260716_135616_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135616_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
810,train,2,sitting,sitting,sitting__sitting_20260716_135616_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135616_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
811,train,2,sitting,sitting,sitting__sitting_20260716_135616_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135616_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
812,train,2,sitting,sitting,sitting__sitting_20260716_135641_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135641_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
813,train,2,sitting,sitting,sitting__sitting_20260716_135641_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135641_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
814,train,2,sitting,sitting,sitting__sitting_20260716_135641_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135641_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
815,train,2,sitting,sitting,sitting__sitting_20260716_135641_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135641_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
816,train,2,sitting,sitting,sitting__sitting_20260716_135811_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135811_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
817,train,2,sitting,sitting,sitting__sitting_20260716_135811_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135811_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
818,train,2,sitting,sitting,sitting__sitting_20260716_135811_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135811_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
819,train,2,sitting,sitting,sitting__sitting_20260716_135811_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135811_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
820,train,2,sitting,sitting,sitting__sitting_20260716_135811_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135811_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
826,train,2,sitting,sitting,sitting__sitting_20260716_135835_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135835_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
827,train,2,sitting,sitting,sitting__sitting_20260716_135835_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135835_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
828,train,2,sitting,sitting,sitting__sitting_20260716_135835_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135835_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
829,train,2,sitting,sitting,sitting__sitting_20260716_135835_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135835_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
830,train,2,sitting,sitting,sitting__sitting_20260716_135835_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135835_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
831,train,2,sitting,sitting,sitting__sitting_20260716_135848_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135848_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
832,train,2,sitting,sitting,sitting__sitting_20260716_135848_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135848_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
833,train,2,sitting,sitting,sitting__sitting_20260716_135848_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135848_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
834,train,2,sitting,sitting,sitting__sitting_20260716_135848_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135848_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
835,train,2,sitting,sitting,sitting__sitting_20260716_135848_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135848_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
836,train,2,sitting,sitting,sitting__sitting_20260716_140239_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140239_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
837,train,2,sitting,sitting,sitting__sitting_20260716_140239_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140239_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
838,train,2,sitting,sitting,sitting__sitting_20260716_140239_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140239_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
839,train,2,sitting,sitting,sitting__sitting_20260716_140239_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140239_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
840,train,2,sitting,sitting,sitting__sitting_20260716_140239_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140239_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
841,train,2,sitting,sitting,sitting__sitting_20260716_140258_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140258_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
842,train,2,sitting,sitting,sitting__sitting_20260716_140258_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140258_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
843,train,2,sitting,sitting,sitting__sitting_20260716_140258_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140258_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
844,train,2,sitting,sitting,sitting__sitting_20260716_140258_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140258_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
845,train,2,sitting,sitting,sitting__sitting_20260716_140258_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140258_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
846,train,2,sitting,sitting,sitting__sitting_20260716_140312_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140312_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
847,train,2,sitting,sitting,sitting__sitting_20260716_140312_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140312_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
848,train,2,sitting,sitting,sitting__sitting_20260716_140312_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140312_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
849,train,2,sitting,sitting,sitting__sitting_20260716_140312_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140312_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
850,train,2,sitting,sitting,sitting__sitting_20260716_140312_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140312_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
851,train,2,sitting,sitting,sitting__sitting_20260716_140326_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140326_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
852,train,2,sitting,sitting,sitting__sitting_20260716_140326_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140326_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
853,train,2,sitting,sitting,sitting__sitting_20260716_140326_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140326_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
854,train,2,sitting,sitting,sitting__sitting_20260716_140326_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140326_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
855,train,2,sitting,sitting,sitting__sitting_20260716_140326_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140326_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
861,train,2,sitting,sitting,sitting__sitting_20260716_140410_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140410_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
862,train,2,sitting,sitting,sitting__sitting_20260716_140410_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140410_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
863,train,2,sitting,sitting,sitting__sitting_20260716_140410_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140410_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
864,train,2,sitting,sitting,sitting__sitting_20260716_140410_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140410_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
865,train,2,sitting,sitting,sitting__sitting_20260716_140410_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140410_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
876,train,1,standing,standing,standing__standing_20260714_140537_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140537_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
877,train,1,standing,standing,standing__standing_20260714_140537_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140537_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
878,train,1,standing,standing,standing__standing_20260714_140537_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140537_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
879,train,1,standing,standing,standing__standing_20260714_140537_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140537_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
880,train,1,standing,standing,standing__standing_20260714_140537_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140537_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
881,train,1,standing,standing,standing__standing_20260714_140547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140547_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
882,train,1,standing,standing,standing__standing_20260714_140547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140547_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
883,train,1,standing,standing,standing__standing_20260714_140547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140547_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
884,train,1,standing,standing,standing__standing_20260714_140547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140547_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
885,train,1,standing,standing,standing__standing_20260714_140547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140547_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
891,train,1,standing,standing,standing__standing_20260714_140605_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140605_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
892,train,1,standing,standing,standing__standing_20260714_140605_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140605_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
893,train,1,standing,standing,standing__standing_20260714_140605_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140605_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
894,train,1,standing,standing,standing__standing_20260714_140605_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140605_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
895,train,1,standing,standing,standing__standing_20260714_140605_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140605_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
896,train,1,standing,standing,standing__standing_20260714_140614_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140614_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
897,train,1,standing,standing,standing__standing_20260714_140614_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140614_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
898,train,1,standing,standing,standing__standing_20260714_140614_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140614_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
899,train,1,standing,standing,standing__standing_20260714_140614_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140614_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
900,train,1,standing,standing,standing__standing_20260714_140614_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140614_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
901,train,1,standing,standing,standing__standing_20260714_140624_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140624_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
902,train,1,standing,standing,standing__standing_20260714_140624_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140624_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
903,train,1,standing,standing,standing__standing_20260714_140624_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140624_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
904,train,1,standing,standing,standing__standing_20260714_140624_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140624_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
905,train,1,standing,standing,standing__standing_20260714_140624_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140624_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
906,train,1,standing,standing,standing__standing_20260714_140637_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140637_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
907,train,1,standing,standing,standing__standing_20260714_140637_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140637_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
908,train,1,standing,standing,standing__standing_20260714_140637_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140637_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
909,train,1,standing,standing,standing__standing_20260714_140637_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140637_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
910,train,1,standing,standing,standing__standing_20260714_140637_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140637_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
911,train,1,standing,standing,standing__standing_20260714_140646_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140646_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
912,train,1,standing,standing,standing__standing_20260714_140646_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140646_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
913,train,1,standing,standing,standing__standing_20260714_140646_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140646_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
914,train,1,standing,standing,standing__standing_20260714_140646_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140646_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
915,train,1,standing,standing,standing__standing_20260714_140646_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140646_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
921,train,1,standing,standing,standing__standing_20260714_140736_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140736_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
922,train,1,standing,standing,standing__standing_20260714_140736_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140736_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
923,train,1,standing,standing,standing__standing_20260714_140736_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140736_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
924,train,1,standing,standing,standing__standing_20260714_140736_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140736_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
925,train,1,standing,standing,standing__standing_20260714_140736_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140736_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
936,train,1,standing,standing,standing__standing_20260714_140805_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140805_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
937,train,1,standing,standing,standing__standing_20260714_140805_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140805_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
938,train,1,standing,standing,standing__standing_20260714_140805_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140805_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
939,train,1,standing,standing,standing__standing_20260714_140805_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140805_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
940,train,1,standing,standing,standing__standing_20260714_140805_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140805_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
951,train,1,standing,standing,standing__standing_20260714_140832_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140832_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
952,train,1,standing,standing,standing__standing_20260714_140832_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140832_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
953,train,1,standing,standing,standing__standing_20260714_140832_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140832_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
954,train,1,standing,standing,standing__standing_20260714_140832_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140832_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
955,train,1,standing,standing,standing__standing_20260714_140832_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140832_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
956,train,1,standing,standing,standing__standing_20260714_140841_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140841_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
957,train,1,standing,standing,standing__standing_20260714_140841_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140841_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
958,train,1,standing,standing,standing__standing_20260714_140841_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140841_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
959,train,1,standing,standing,standing__standing_20260714_140841_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140841_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
960,train,1,standing,standing,standing__standing_20260714_140841_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140841_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
961,train,1,standing,standing,standing__standing_20260714_140853_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140853_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
962,train,1,standing,standing,standing__standing_20260714_140853_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140853_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
963,train,1,standing,standing,standing__standing_20260714_140853_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140853_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
964,train,1,standing,standing,standing__standing_20260714_140853_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140853_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
965,train,1,standing,standing,standing__standing_20260714_140853_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140853_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
966,train,1,standing,standing,standing__standing_20260714_140910_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140910_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
967,train,1,standing,standing,standing__standing_20260714_140910_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140910_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
968,train,1,standing,standing,standing__standing_20260714_140910_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140910_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
969,train,1,standing,standing,standing__standing_20260714_140910_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140910_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
970,train,1,standing,standing,standing__standing_20260714_140910_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140910_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
971,train,1,standing,standing,standing__standing_20260714_140922_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140922_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
972,train,1,standing,standing,standing__standing_20260714_140922_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140922_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
973,train,1,standing,standing,standing__standing_20260714_140922_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140922_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
974,train,1,standing,standing,standing__standing_20260714_140922_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140922_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
975,train,1,standing,standing,standing__standing_20260714_140922_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140922_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
976,train,1,standing,standing,standing__standing_20260714_140936_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140936_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
977,train,1,standing,standing,standing__standing_20260714_140936_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140936_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
978,train,1,standing,standing,standing__standing_20260714_140936_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140936_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
979,train,1,standing,standing,standing__standing_20260714_140936_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140936_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
980,train,1,standing,standing,standing__standing_20260714_140936_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140936_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
981,train,1,standing,standing,standing__standing_20260714_140947_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140947_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
982,train,1,standing,standing,standing__standing_20260714_140947_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140947_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
983,train,1,standing,standing,standing__standing_20260714_140947_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140947_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
984,train,1,standing,standing,standing__standing_20260714_140947_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140947_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
985,train,1,standing,standing,standing__standing_20260714_140947_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140947_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
986,train,1,standing,standing,standing__standing_20260714_140957_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140957_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
987,train,1,standing,standing,standing__standing_20260714_140957_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140957_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
988,train,1,standing,standing,standing__standing_20260714_140957_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140957_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
989,train,1,standing,standing,standing__standing_20260714_140957_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140957_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
990,train,1,standing,standing,standing__standing_20260714_140957_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140957_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
991,train,1,standing,standing,standing__standing_20260714_141006_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141006_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
