source_session_id,canonical_label,canonical_label_id,source_activity,outer_fold,split_protocol,source_csv,session_window_count,walking_windows,standing_windows,sitting_windows,fall_windows
sitting_20260714_135840_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135840_20hz.csv,5,0,0,5,0
sitting_20260714_135849_20hz,sitting,2,sitting,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135849_20hz.csv,5,0,0,5,0
sitting_20260714_135858_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135858_20hz.csv,5,0,0,5,0
sitting_20260714_135907_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135907_20hz.csv,5,0,0,5,0
sitting_20260714_135926_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135926_20hz.csv,5,0,0,5,0
sitting_20260714_135936_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135936_20hz.csv,5,0,0,5,0
sitting_20260714_135947_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135947_20hz.csv,5,0,0,5,0
sitting_20260714_135959_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_135959_20hz.csv,5,0,0,5,0
sitting_20260714_140015_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140015_20hz.csv,5,0,0,5,0
sitting_20260714_140025_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140025_20hz.csv,5,0,0,5,0
sitting_20260714_140037_20hz,sitting,2,sitting,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140037_20hz.csv,5,0,0,5,0
sitting_20260714_140047_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140047_20hz.csv,5,0,0,5,0
sitting_20260714_140057_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140057_20hz.csv,5,0,0,5,0
sitting_20260714_140107_20hz,sitting,2,sitting,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140107_20hz.csv,5,0,0,5,0
sitting_20260714_140129_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140129_20hz.csv,5,0,0,5,0
sitting_20260714_140141_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140141_20hz.csv,5,0,0,5,0
sitting_20260714_140150_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140150_20hz.csv,5,0,0,5,0
sitting_20260714_140200_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140200_20hz.csv,5,0,0,5,0
sitting_20260714_140210_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140210_20hz.csv,5,0,0,5,0
sitting_20260714_140220_20hz,sitting,2,sitting,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140220_20hz.csv,5,0,0,5,0
sitting_20260714_140230_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140230_20hz.csv,5,0,0,5,0
sitting_20260714_140240_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140240_20hz.csv,5,0,0,5,0
sitting_20260714_140250_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140250_20hz.csv,5,0,0,5,0
sitting_20260714_140302_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140302_20hz.csv,5,0,0,5,0
sitting_20260714_140321_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140321_20hz.csv,5,0,0,5,0
sitting_20260714_140330_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140330_20hz.csv,5,0,0,5,0
sitting_20260714_140340_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140340_20hz.csv,5,0,0,5,0
sitting_20260714_140351_20hz,sitting,2,sitting,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140351_20hz.csv,5,0,0,5,0
sitting_20260714_140401_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140401_20hz.csv,5,0,0,5,0
sitting_20260716_133939_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_133939_20hz.csv,5,0,0,5,0
sitting_20260716_133959_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_133959_20hz.csv,5,0,0,5,0
sitting_20260716_134047_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134047_20hz.csv,5,0,0,5,0
sitting_20260716_134100_20hz,sitting,2,sitting,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134100_20hz.csv,5,0,0,5,0
sitting_20260716_134112_20hz,sitting,2,sitting,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134112_20hz.csv,5,0,0,5,0
sitting_20260716_134126_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134126_20hz.csv,5,0,0,5,0
sitting_20260716_134226_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134226_20hz.csv,5,0,0,5,0
sitting_20260716_134251_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134251_20hz.csv,5,0,0,5,0
sitting_20260716_134304_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134304_20hz.csv,5,0,0,5,0
sitting_20260716_134319_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134319_20hz.csv,5,0,0,5,0
sitting_20260716_134718_20hz,sitting,2,sitting,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134718_20hz.csv,5,0,0,5,0
sitting_20260716_134731_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134731_20hz.csv,5,0,0,5,0
sitting_20260716_134755_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134755_20hz.csv,5,0,0,5,0
sitting_20260716_135327_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135327_20hz.csv,5,0,0,5,0
sitting_20260716_135343_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135343_20hz.csv,5,0,0,5,0
sitting_20260716_135400_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135400_20hz.csv,5,0,0,5,0
sitting_20260716_135429_20hz,sitting,2,sitting,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135429_20hz.csv,5,0,0,5,0
sitting_20260716_135442_20hz,sitting,2,sitting,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135442_20hz.csv,5,0,0,5,0
sitting_20260716_135459_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135459_20hz.csv,5,0,0,5,0
sitting_20260716_135514_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135514_20hz.csv,5,0,0,5,0
sitting_20260716_135527_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135527_20hz.csv,5,0,0,5,0
sitting_20260716_135540_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135540_20hz.csv,5,0,0,5,0
sitting_20260716_135600_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135600_20hz.csv,5,0,0,5,0
sitting_20260716_135616_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135616_20hz.csv,5,0,0,5,0
sitting_20260716_135641_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135641_20hz.csv,4,0,0,4,0
sitting_20260716_135811_20hz,sitting,2,sitting,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135811_20hz.csv,5,0,0,5,0
sitting_20260716_135823_20hz,sitting,2,sitting,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135823_20hz.csv,5,0,0,5,0
sitting_20260716_135835_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135835_20hz.csv,5,0,0,5,0
sitting_20260716_135848_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135848_20hz.csv,5,0,0,5,0
sitting_20260716_140239_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140239_20hz.csv,5,0,0,5,0
sitting_20260716_140258_20hz,sitting,2,sitting,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140258_20hz.csv,5,0,0,5,0
sitting_20260716_140312_20hz,sitting,2,sitting,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140312_20hz.csv,5,0,0,5,0
sitting_20260716_140326_20hz,sitting,2,sitting,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140326_20hz.csv,5,0,0,5,0
sitting_20260716_140345_20hz,sitting,2,sitting,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140345_20hz.csv,5,0,0,5,0
sitting_20260716_140410_20hz,sitting,2,sitting,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140410_20hz.csv,5,0,0,5,0
standing_20260714_140445_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140445_20hz.csv,5,0,5,0,0
standing_20260714_140527_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140527_20hz.csv,5,0,5,0,0
standing_20260714_140537_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140537_20hz.csv,5,0,5,0,0
standing_20260714_140547_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140547_20hz.csv,5,0,5,0,0
standing_20260714_140556_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140556_20hz.csv,5,0,5,0,0
standing_20260714_140605_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140605_20hz.csv,5,0,5,0,0
standing_20260714_140614_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140614_20hz.csv,5,0,5,0,0
standing_20260714_140624_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140624_20hz.csv,5,0,5,0,0
standing_20260714_140637_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140637_20hz.csv,5,0,5,0,0
standing_20260714_140646_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140646_20hz.csv,5,0,5,0,0
standing_20260714_140727_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140727_20hz.csv,5,0,5,0,0
standing_20260714_140736_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140736_20hz.csv,5,0,5,0,0
standing_20260714_140745_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140745_20hz.csv,5,0,5,0,0
standing_20260714_140754_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140754_20hz.csv,5,0,5,0,0
standing_20260714_140805_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140805_20hz.csv,5,0,5,0,0
standing_20260714_140814_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140814_20hz.csv,5,0,5,0,0
standing_20260714_140823_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140823_20hz.csv,5,0,5,0,0
standing_20260714_140832_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140832_20hz.csv,5,0,5,0,0
standing_20260714_140841_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140841_20hz.csv,5,0,5,0,0
standing_20260714_140853_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140853_20hz.csv,5,0,5,0,0
standing_20260714_140910_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140910_20hz.csv,5,0,5,0,0
standing_20260714_140922_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140922_20hz.csv,5,0,5,0,0
standing_20260714_140936_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140936_20hz.csv,5,0,5,0,0
standing_20260714_140947_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140947_20hz.csv,5,0,5,0,0
standing_20260714_140957_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140957_20hz.csv,5,0,5,0,0
standing_20260714_141006_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141006_20hz.csv,5,0,5,0,0
standing_20260714_141016_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141016_20hz.csv,4,0,4,0,0
standing_20260714_141025_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141025_20hz.csv,5,0,5,0,0
standing_20260714_141034_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141034_20hz.csv,5,0,5,0,0
standing_20260714_141044_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141044_20hz.csv,5,0,5,0,0
standing_20260714_141054_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141054_20hz.csv,5,0,5,0,0
standing_20260714_141104_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141104_20hz.csv,5,0,5,0,0
standing_20260714_141117_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141117_20hz.csv,5,0,5,0,0
standing_20260714_141128_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141128_20hz.csv,5,0,5,0,0
standing_20260714_141137_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141137_20hz.csv,5,0,5,0,0
standing_20260714_141215_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141215_20hz.csv,5,0,5,0,0
standing_20260714_141225_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141225_20hz.csv,5,0,5,0,0
standing_20260714_141234_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141234_20hz.csv,5,0,5,0,0
standing_20260714_141245_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141245_20hz.csv,5,0,5,0,0
standing_20260714_141301_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141301_20hz.csv,5,0,5,0,0
standing_20260714_141311_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141311_20hz.csv,5,0,5,0,0
standing_20260714_141321_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141321_20hz.csv,5,0,5,0,0
standing_20260714_141331_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141331_20hz.csv,5,0,5,0,0
standing_20260714_141341_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141341_20hz.csv,5,0,5,0,0
standing_20260714_141352_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141352_20hz.csv,5,0,5,0,0
standing_20260714_141412_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141412_20hz.csv,5,0,5,0,0
standing_20260714_141427_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141427_20hz.csv,5,0,5,0,0
standing_20260714_141437_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141437_20hz.csv,5,0,5,0,0
standing_20260714_141447_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141447_20hz.csv,5,0,5,0,0
standing_20260714_141457_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141457_20hz.csv,5,0,5,0,0
standing_20260714_141507_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141507_20hz.csv,5,0,5,0,0
standing_20260714_141517_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141517_20hz.csv,5,0,5,0,0
standing_20260714_141528_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141528_20hz.csv,5,0,5,0,0
standing_20260714_141541_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141541_20hz.csv,5,0,5,0,0
standing_20260714_141552_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141552_20hz.csv,5,0,5,0,0
standing_20260714_141607_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141607_20hz.csv,5,0,5,0,0
standing_20260714_141617_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141617_20hz.csv,5,0,5,0,0
standing_20260714_141629_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141629_20hz.csv,5,0,5,0,0
standing_20260714_141641_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141641_20hz.csv,5,0,5,0,0
standing_20260714_141652_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141652_20hz.csv,5,0,5,0,0
standing_20260714_141703_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141703_20hz.csv,5,0,5,0,0
standing_20260714_141714_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141714_20hz.csv,5,0,5,0,0
standing_20260714_141723_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141723_20hz.csv,5,0,5,0,0
standing_20260714_141733_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141733_20hz.csv,5,0,5,0,0
standing_20260714_141742_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141742_20hz.csv,5,0,5,0,0
standing_20260714_141759_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141759_20hz.csv,5,0,5,0,0
standing_20260714_141809_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141809_20hz.csv,5,0,5,0,0
standing_20260714_141819_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141819_20hz.csv,3,0,3,0,0
standing_20260714_141830_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141830_20hz.csv,5,0,5,0,0
standing_20260714_141840_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141840_20hz.csv,5,0,5,0,0
standing_20260714_141935_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141935_20hz.csv,5,0,5,0,0
standing_20260714_141944_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141944_20hz.csv,5,0,5,0,0
standing_20260714_141954_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141954_20hz.csv,5,0,5,0,0
standing_20260714_142003_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142003_20hz.csv,5,0,5,0,0
standing_20260714_142012_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142012_20hz.csv,5,0,5,0,0
standing_20260714_142022_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142022_20hz.csv,5,0,5,0,0
standing_20260714_142031_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142031_20hz.csv,5,0,5,0,0
standing_20260714_142041_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142041_20hz.csv,5,0,5,0,0
standing_20260714_142053_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142053_20hz.csv,5,0,5,0,0
standing_20260714_142104_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142104_20hz.csv,5,0,5,0,0
standing_20260714_142117_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142117_20hz.csv,5,0,5,0,0
